Id,SalePrice
1461,113921.0
1462,159587.0
1463,178975.0
1464,191739.0
1465,188923.0
1466,167498.0
1467,182461.0
1468,159860.0
1469,189768.0
1470,118952.0
1471,186090.0
1472,98163.0
1473,97082.0
1474,141375.0
1475,112494.0
1476,362137.0
1477,243659.0
1478,281017.0
1479,277315.0
1480,497114.0
1481,319275.0
1482,207056.0
1483,176698.0
1484,158876.0
1485,189017.0
1486,196114.0
1487,317297.0
1488,237107.0
1489,191060.0
1490,238928.0
1491,192832.0
1492,90967.0
1493,183549.0
1494,295422.0
1495,281688.0
1496,239419.0
1497,179515.0
1498,169229.0
1499,161892.0
1500,155314.0
1501,177224.0
1502,141971.0
1503,286111.0
1504,241929.0
1505,227420.0
1506,185582.0
1507,241150.0
1508,199028.0
1509,157094.0
1510,147961.0
1511,156809.0
1512,174183.0
1513,145624.0
1514,155543.0
1515,193415.0
1516,156489.0
1517,172366.0
1518,130264.0
1519,210801.0
1520,131304.0
1521,132908.0
1522,178547.0
1523,109005.0
1524,125417.0
1525,122128.0
1526,106317.0
1527,106701.0
1528,139585.0
1529,144541.0
1530,193268.0
1531,104705.0
1532,91902.0
1533,153088.0
1534,120238.0
1535,150982.0
1536,111684.0
1537,56150.0
1538,153393.0
1539,197539.0
1540,100098.0
1541,141253.0
1542,146220.0
1543,194472.0
1544,83878.0
1545,114870.0
1546,140193.0
1547,128215.0
1548,133046.0
1549,116748.0
1550,137573.0
1551,107405.0
1552,136613.0
1553,142685.0
1554,124038.0
1555,163541.0
1556,85978.0
1557,112760.0
1558,103087.0
1559,73371.0
1560,135166.0
1561,122470.0
1562,131383.0
1563,119052.0
1564,153085.0
1565,147969.0
1566,250482.0
1567,74793.0
1568,237714.0
1569,137154.0
1570,143794.0
1571,114880.0
1572,147185.0
1573,243704.0
1574,121238.0
1575,231278.0
1576,254304.0
1577,173968.0
1578,149141.0
1579,139072.0
1580,192639.0
1581,166424.0
1582,122788.0
1583,290463.0
1584,219999.0
1585,138147.0
1586,64772.0
1587,104993.0
1588,157260.0
1589,91406.0
1590,130141.0
